PrePost,Type,u,p
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK1_HrsBed_Avg : WEEK1_HrsBed_Avg,350.0,0.9280361661677431
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK1_HrsAsleep_Avg : WEEK1_HrsAsleep_Avg,377.5,0.6734034209842319
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK1_HrsBed_Weekday_Avg : WEEK1_HrsBed_Weekday_Avg,354.5,0.885099349026565
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK1_HrsAsleep_Weekday_Avg : WEEK1_HrsAsleep_Weekday_Avg,372.5,0.7179051428822933
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK1_HrsBed_Weekend_Avg : WEEK1_HrsBed_Weekend_Avg,241.5,0.22841620327282297
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK1_HrsAsleep_Weekend_Avg : WEEK1_HrsAsleep_Weekend_Avg,258.0,0.3146125316496535
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK1_TODAY_STRESSFUL : WEEK1_TODAY_STRESSFUL,224.5,0.15840388869575706
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK1_M_STRESS : WEEK1_M_STRESS,237.5,0.2093274554659158
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK1_M_CONTROL : WEEK1_M_CONTROL,248.5,0.2609762046719345
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK1_A1_STRESS : WEEK1_A1_STRESS,233.5,0.19197958734347365
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK1_A1_CONTROL : WEEK1_A1_CONTROL,196.5,0.08011112854525683
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK1_A1_SUCCESS_COPING : WEEK1_A1_SUCCESS_COPING,382.0,0.6338799243946551
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK1_A2_STRESS : WEEK1_A2_STRESS,191.0,0.06923953415677774
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK1_A2_CONTROL : WEEK1_A2_CONTROL,236.5,0.2044452784957952
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK1_A2_SUCCESS_COPING : WEEK1_A2_SUCCESS_COPING,361.0,0.8234402153881819
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK1_E_STRESS : WEEK1_E_STRESS,251.5,0.2769810090886411
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK1_E_CONTROL : WEEK1_E_CONTROL,266.5,0.3641205200497031
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK1_E_SUCCESS_COPING : WEEK1_E_SUCCESS_COPING,342.5,1.0
pre_Norm_post_Norm : pre_Norm_post_Low,D1_W1_Stress : D1_W1_Stress,238.0,0.2080357133197146
pre_Norm_post_Norm : pre_Norm_post_Low,D2_W1_Stress : D2_W1_Stress,212.5,0.11685573793754542
pre_Norm_post_Norm : pre_Norm_post_Low,D3_W1_Stress : D3_W1_Stress,274.5,0.40877181604969415
pre_Norm_post_Norm : pre_Norm_post_Low,D4_W1_Stress : D4_W1_Stress,289.5,0.5223233343986952
pre_Norm_post_Norm : pre_Norm_post_Low,D5_W1_Stress : D5_W1_Stress,179.0,0.04753197108002518
pre_Norm_post_Norm : pre_Norm_post_Low,D6_W1_Stress : D6_W1_Stress,246.5,0.24678268347693388
pre_Norm_post_Norm : pre_Norm_post_Low,D7_W1_Stress : D7_W1_Stress,242.5,0.22905850340646283
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK1_STRESS : WEEK1_STRESS,233.0,0.19128387077480236
pre_Norm_post_Norm : pre_Norm_post_Low,D1_W1_GaveSupport : D1_W1_GaveSupport,333.0,0.9184568177661048
pre_Norm_post_Norm : pre_Norm_post_Low,D2_W1_GaveSupport : D2_W1_GaveSupport,346.5,0.9581945432020803
pre_Norm_post_Norm : pre_Norm_post_Low,D3_W1_GaveSupport : D3_W1_GaveSupport,353.0,0.8898098211161455
pre_Norm_post_Norm : pre_Norm_post_Low,D4_W1_GaveSupport : D4_W1_GaveSupport,217.5,0.09974597159657159
pre_Norm_post_Norm : pre_Norm_post_Low,D5_W1_GaveSupport : D5_W1_GaveSupport,242.0,0.17867731029925193
pre_Norm_post_Norm : pre_Norm_post_Low,D6_W1_GaveSupport : D6_W1_GaveSupport,304.0,0.6206058059437187
pre_Norm_post_Norm : pre_Norm_post_Low,D7_W1_GaveSupport : D7_W1_GaveSupport,299.0,0.5736138980474442
pre_Norm_post_Norm : pre_Norm_post_Low,D1_W1_ReceivedSupport : D1_W1_ReceivedSupport,333.0,0.9184589350819622
pre_Norm_post_Norm : pre_Norm_post_Low,D2_W1_ReceivedSupport : D2_W1_ReceivedSupport,287.0,0.4768569417585792
pre_Norm_post_Norm : pre_Norm_post_Low,D3_W1_ReceivedSupport : D3_W1_ReceivedSupport,295.0,0.5402107718415217
pre_Norm_post_Norm : pre_Norm_post_Low,D4_W1_ReceivedSupport : D4_W1_ReceivedSupport,216.5,0.09704301121589648
pre_Norm_post_Norm : pre_Norm_post_Low,D5_W1_ReceivedSupport : D5_W1_ReceivedSupport,254.0,0.23786665306500443
pre_Norm_post_Norm : pre_Norm_post_Low,D6_W1_ReceivedSupport : D6_W1_ReceivedSupport,312.0,0.6968586897407254
pre_Norm_post_Norm : pre_Norm_post_Low,D7_W1_ReceivedSupport : D7_W1_ReceivedSupport,294.0,0.5288365907304973
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK1_GaveSupport : WEEK1_GaveSupport,304.5,0.6530506062475769
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK1_ReceivedSupport : WEEK1_ReceivedSupport,308.0,0.6840014226865084
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2 : WEEK2,,
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_PRODUCTIVE : WEEK2_PRODUCTIVE,260.5,0.3289036702192767
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_BELONGING : WEEK2_BELONGING,210.0,0.11246653192808115
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_DISCRIMINATION : WEEK2_DISCRIMINATION,381.0,0.3895709327812885
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_EMO_DRAINED : WEEK2_EMO_DRAINED,259.5,0.32309215705727756
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_TALKSTRESS : WEEK2_TALKSTRESS,231.5,0.183778162610856
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_LITTLESLEEP : WEEK2_LITTLESLEEP,263.5,0.3467932677856559
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_PROFCARES : WEEK2_PROFCARES,328.0,0.8705101166053415
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_HOMESICK : WEEK2_HOMESICK,369.5,0.7396008487663963
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_EXERCISE : WEEK2_EXERCISE,242.5,0.23188825561423976
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK_2_EMA_MORNING : WEEK_2_EMA_MORNING,,
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_ACTIVITY_ACADEMIC : WEEK2_ACTIVITY_ACADEMIC,311.0,0.6932954093805028
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_ACADEMIC_percentage : WEEK2_ACADEMIC_percentage,345.0,0.9742114405756215
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_ACTIVITY_PERSONAL : WEEK2_ACTIVITY_PERSONAL,338.0,0.9619875375038089
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_PERSONAL_percentage : WEEK2_PERSONAL_percentage,336.0,0.9402993318531757
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_TIRED_AM : WEEK2_TIRED_AM,450.0,0.19499148960802437
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_DRINK : WEEK2_DRINK,422.0,0.2681926340002019
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_DRUGS : WEEK2_DRUGS,369.0,0.5235875572606177
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_drinkdrugs_alone : WEEK2_drinkdrugs_alone,342.0,0.9783398828107248
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_negative_cons : WEEK2_negative_cons,366.0,0.5546011462054892
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_SLEEP : WEEK2_SLEEP,,
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_HrsBed_Avg : WEEK2_HrsBed_Avg,143.0,0.016832749324865722
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_HrsAsleep_Avg : WEEK2_HrsAsleep_Avg,153.0,0.02320953551249365
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_HrsBed_Weekday_avg : WEEK2_HrsBed_Weekday_avg,134.0,0.0124624834268657
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_HrsAsleep_Weekday_avg : WEEK2_HrsAsleep_Weekday_avg,140.0,0.015247354981562695
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_HrsBed_Weekend_avg : WEEK2_HrsBed_Weekend_avg,215.0,0.12763947455677718
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_HrsAsleep_Weekend_avg : WEEK2_HrsAsleep_Weekend_avg,223.0,0.15356874390464728
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_TODAY_STRESSFUL : WEEK2_TODAY_STRESSFUL,333.0,0.9184052455227647
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_M_STRESS : WEEK2_M_STRESS,282.0,0.4714064404560532
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_M_CONTROL : WEEK2_M_CONTROL,316.5,0.7615011570056731
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_M_SUCCESS_COPING : WEEK2_M_SUCCESS_COPING,359.0,0.842415405998884
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_A1_STRESS : WEEK2_A1_STRESS,200.5,0.08872768611956085
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_A1_CONTROL : WEEK2_A1_CONTROL,261.0,0.3301028622557878
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_A1_SUCCESS_COPING : WEEK2_A1_SUCCESS_COPING,387.5,0.5876490936673585
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_A2_STRESS : WEEK2_A2_STRESS,292.0,0.5499898507795602
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_A2_CONTROL : WEEK2_A2_CONTROL,358.5,0.8465663661109428
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_A2_SUCCESS_COPING : WEEK2_A2_SUCCESS_COPING,386.5,0.5957668772156877
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_E_STRESS : WEEK2_E_STRESS,238.0,0.21123702067405892
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_E_CONTROL : WEEK2_E_CONTROL,263.5,0.3472481567218465
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_E_SUCCESS_COPING : WEEK2_E_SUCCESS_COPING,304.5,0.6556077292850916
pre_Norm_post_Norm : pre_Norm_post_Low,D1_W2_Stress : D1_W2_Stress,292.5,0.5196932714819276
pre_Norm_post_Norm : pre_Norm_post_Low,D2_W2_Stress : D2_W2_Stress,354.0,0.8886712589811163
pre_Norm_post_Norm : pre_Norm_post_Low,D3_W2_Stress : D3_W2_Stress,356.0,0.8697124499254869
pre_Norm_post_Norm : pre_Norm_post_Low,D4_W2_Stress : D4_W2_Stress,300.5,0.6157018465087881
pre_Norm_post_Norm : pre_Norm_post_Low,D5_W2_Stress : D5_W2_Stress,191.0,0.06863610266705414
pre_Norm_post_Norm : pre_Norm_post_Low,D6_W2_Stress : D6_W2_Stress,264.0,0.34874944481413694
pre_Norm_post_Norm : pre_Norm_post_Low,D7_W2_Stress : D7_W2_Stress,161.5,0.029022739181809306
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_STRESS : WEEK2_STRESS,235.0,0.19951832705097816
pre_Norm_post_Norm : pre_Norm_post_Low,D1_W2_GaveSupport : D1_W2_GaveSupport,316.5,0.7387892111424994
pre_Norm_post_Norm : pre_Norm_post_Low,D2_W2_GaveSupport : D2_W2_GaveSupport,276.5,0.392651336093792
pre_Norm_post_Norm : pre_Norm_post_Low,D3_W2_GaveSupport : D3_W2_GaveSupport,316.0,0.7425807007659642
pre_Norm_post_Norm : pre_Norm_post_Low,D4_W2_GaveSupport : D4_W2_GaveSupport,161.0,0.01877293586360606
pre_Norm_post_Norm : pre_Norm_post_Low,D5_W2_GaveSupport : D5_W2_GaveSupport,364.0,0.7791908344521887
pre_Norm_post_Norm : pre_Norm_post_Low,D6_W2_GaveSupport : D6_W2_GaveSupport,334.0,0.9214288834765237
pre_Norm_post_Norm : pre_Norm_post_Low,D7_W2_GaveSupport : D7_W2_GaveSupport,395.0,0.5012067909068061
pre_Norm_post_Norm : pre_Norm_post_Low,D1_W2_ReceivedSupport : D1_W2_ReceivedSupport,365.5,0.7392560915642439
pre_Norm_post_Norm : pre_Norm_post_Low,D2_W2_ReceivedSupport : D2_W2_ReceivedSupport,385.5,0.5723097079793333
pre_Norm_post_Norm : pre_Norm_post_Low,D3_W2_ReceivedSupport : D3_W2_ReceivedSupport,302.5,0.6165941801799848
pre_Norm_post_Norm : pre_Norm_post_Low,D4_W2_ReceivedSupport : D4_W2_ReceivedSupport,218.0,0.10753505242851559
pre_Norm_post_Norm : pre_Norm_post_Low,D5_W2_ReceivedSupport : D5_W2_ReceivedSupport,388.0,0.5476824054619154
pre_Norm_post_Norm : pre_Norm_post_Low,D6_W2_ReceivedSupport : D6_W2_ReceivedSupport,356.5,0.854997511354799
pre_Norm_post_Norm : pre_Norm_post_Low,D7_W2_ReceivedSupport : D7_W2_ReceivedSupport,398.0,0.47662940569533485
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_GaveSupport : WEEK2_GaveSupport,280.0,0.45405300921380665
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK2_ReceivedSupport : WEEK2_ReceivedSupport,322.5,0.8167411462247001
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3 : WEEK3,,
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_PRODUCTIVE : WEEK3_PRODUCTIVE,159.0,0.02780499498654472
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_BELONGING : WEEK3_BELONGING,251.0,0.27506782703157695
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_DISCRIMINATION : WEEK3_DISCRIMINATION,387.0,0.350586981672388
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_EMO_DRAINED : WEEK3_EMO_DRAINED,258.5,0.3159126258534889
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_TALKSTRESS : WEEK3_TALKSTRESS,295.5,0.5782787163191916
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_LITTLESLEEP : WEEK3_LITTLESLEEP,240.5,0.22307942016895332
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_PROFCARES : WEEK3_PROFCARES,268.5,0.37783567607552704
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_HOMESICK : WEEK3_HOMESICK,341.5,1.0
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_EXERCISE : WEEK3_EXERCISE,327.0,0.8600615145567869
pre_Norm_post_Norm : pre_Norm_post_Low,EMA_MORNING : EMA_MORNING,,
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_ACTIVITY_ACADEMIC : WEEK3_ACTIVITY_ACADEMIC,249.5,0.23049992172408484
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_ACADEMIC_percentage : WEEK3_ACADEMIC_percentage,243.5,0.20150608478238097
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_ACTIVITY_PERSONAL : WEEK3_ACTIVITY_PERSONAL,364.0,0.7748202394720927
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_PERSONAL_percentage : WEEK3_PERSONAL_percentage,364.0,0.7748202394720927
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_TIRED_AM : WEEK3_TIRED_AM,389.0,0.5752493459590824
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_DRINK : WEEK3_DRINK,332.0,0.8945984867104992
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_DRUGS : WEEK3_DRUGS,384.0,0.39714157476935474
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_drinkdrugs_alone : WEEK3_drinkdrugs_alone,351.0,0.7675166272887459
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_negative_cons : WEEK3_negative_cons,375.0,0.46764991915125453
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_SLEEP : WEEK3_SLEEP,,
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_HrsBed_avg : WEEK3_HrsBed_avg,210.0,0.11330362798489169
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_HrsAsleep_avg : WEEK3_HrsAsleep_avg,214.5,0.12618041929393176
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_HrsBed_Weekday_avg : WEEK3_HrsBed_Weekday_avg,229.0,0.1755015209291474
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_HrsAsleep_Weekday_avg : WEEK3_HrsAsleep_Weekday_avg,227.0,0.16794413078528914
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_HrsBed_Weekend_avg : WEEK3_HrsBed_Weekend_avg,222.0,0.15004679787051386
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_HrsAsleep_Weekend_avg : WEEK3_HrsAsleep_Weekend_avg,210.5,0.11464423018728329
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_TODAY_STRESSFUL : WEEK3_TODAY_STRESSFUL,329.5,0.8848847510903577
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_M_STRESS : WEEK3_M_STRESS,248.0,0.2593991766034677
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_M_CONTROL : WEEK3_M_CONTROL,304.5,0.6555118438676277
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_M_SUCCESS_COPING : WEEK3_M_SUCCESS_COPING,298.0,0.5999153041290248
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_A1_STRESS : WEEK3_A1_STRESS,245.0,0.24418521887180134
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_A1_CONTROL : WEEK3_A1_CONTROL,288.0,0.5183134758115098
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_A1_SUCCESS_COPING : WEEK3_A1_SUCCESS_COPING,306.0,0.6680542892269731
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_A2_STRESS : WEEK3_A2_STRESS,251.5,0.27709932706013285
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_A2_CONTROL : WEEK3_A2_CONTROL,265.0,0.3559786810364771
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_A2_SUCCESS_COPING : WEEK3_A2_SUCCESS_COPING,341.0,0.9951894302832366
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_E_STRESS : WEEK3_E_STRESS,274.0,0.41541071381669403
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_E_CONTROL : WEEK3_E_CONTROL,274.5,0.4188658870876508
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_E_SUCCESS_COPING : WEEK3_E_SUCCESS_COPING,309.5,0.6996201110729262
pre_Norm_post_Norm : pre_Norm_post_Low,D1_W3_Stress : D1_W3_Stress,264.5,0.35142142620959305
pre_Norm_post_Norm : pre_Norm_post_Low,D2_W3_Stress : D2_W3_Stress,261.0,0.3293047429722291
pre_Norm_post_Norm : pre_Norm_post_Low,D3_W3_Stress : D3_W3_Stress,246.0,0.24614041813019338
pre_Norm_post_Norm : pre_Norm_post_Low,D4_W3_Stress : D4_W3_Stress,234.0,0.190049360940707
pre_Norm_post_Norm : pre_Norm_post_Low,D5_W3_Stress : D5_W3_Stress,271.0,0.3912778617477207
pre_Norm_post_Norm : pre_Norm_post_Low,D6_W3_Stress : D6_W3_Stress,314.5,0.7429235313912971
pre_Norm_post_Norm : pre_Norm_post_Low,D7_W3_Stress : D7_W3_Stress,259.0,0.3168052576675363
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_STRESS : WEEK3_STRESS,256.0,0.3031861783947828
pre_Norm_post_Norm : pre_Norm_post_Low,D1_W3_GaveSupport : D1_W3_GaveSupport,320.0,0.7768909508966161
pre_Norm_post_Norm : pre_Norm_post_Low,D2_W3_GaveSupport : D2_W3_GaveSupport,384.0,0.5864162309169563
pre_Norm_post_Norm : pre_Norm_post_Low,D3_W3_GaveSupport : D3_W3_GaveSupport,270.5,0.3550928806231032
pre_Norm_post_Norm : pre_Norm_post_Low,D4_W3_GaveSupport : D4_W3_GaveSupport,359.0,0.8306403493435041
pre_Norm_post_Norm : pre_Norm_post_Low,D5_W3_GaveSupport : D5_W3_GaveSupport,307.0,0.6552932078448589
pre_Norm_post_Norm : pre_Norm_post_Low,D6_W3_GaveSupport : D6_W3_GaveSupport,338.0,0.9629874029380605
pre_Norm_post_Norm : pre_Norm_post_Low,D7_W3_GaveSupport : D7_W3_GaveSupport,334.0,0.9229856875099509
pre_Norm_post_Norm : pre_Norm_post_Low,D1_W3_ReceivedSupport : D1_W3_ReceivedSupport,379.0,0.6318212162808575
pre_Norm_post_Norm : pre_Norm_post_Low,D2_W3_ReceivedSupport : D2_W3_ReceivedSupport,438.0,0.21092678854178437
pre_Norm_post_Norm : pre_Norm_post_Low,D3_W3_ReceivedSupport : D3_W3_ReceivedSupport,325.0,0.8298900294776437
pre_Norm_post_Norm : pre_Norm_post_Low,D4_W3_ReceivedSupport : D4_W3_ReceivedSupport,353.0,0.8906506014191977
pre_Norm_post_Norm : pre_Norm_post_Low,D5_W3_ReceivedSupport : D5_W3_ReceivedSupport,360.5,0.8160028266959756
pre_Norm_post_Norm : pre_Norm_post_Low,D6_W3_ReceivedSupport : D6_W3_ReceivedSupport,343.0,0.994710627093587
pre_Norm_post_Norm : pre_Norm_post_Low,D7_W3_ReceivedSupport : D7_W3_ReceivedSupport,373.0,0.6939421375897363
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_GaveSupport : WEEK3_GaveSupport,266.0,0.35920357587290264
pre_Norm_post_Norm : pre_Norm_post_Low,WEEK3_ReceivedSupport : WEEK3_ReceivedSupport,328.0,0.8694652337039027
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_EMA_EVENING : WEEK1_EMA_EVENING,,
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_PRODUCTIVE : WEEK1_PRODUCTIVE,681.5,0.9866948749960731
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_BELONGING : WEEK1_BELONGING,665.5,0.880918511261051
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_DISCRIMINATION : WEEK1_DISCRIMINATION,834.0,0.07319825410831154
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_EMO_DRAINED : WEEK1_EMO_DRAINED,845.5,0.18045872319556144
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_TALKSTRESS : WEEK1_TALKSTRESS,720.0,0.7677010633709193
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_LITTLESLEEP : WEEK1_LITTLESLEEP,596.5,0.4683084803451265
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_PROFCARES : WEEK1_PROFCARES,584.5,0.40966593489676395
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_HOMESICK : WEEK1_HOMESICK,597.5,0.460072067653711
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_EXERCISE : WEEK1_EXERCISE,842.5,0.18870529175200224
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_EMA_MORNING : WEEK1_EMA_MORNING,,
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_ACTIVITY_ACADEMIC : WEEK1_ACTIVITY_ACADEMIC,607.5,0.5188563540525483
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_ACADEMIC_percentage : WEEK1_ACADEMIC_percentage,473.5,0.0746613984222233
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_ACTIVITY_PERSONAL : WEEK1_ACTIVITY_PERSONAL,577.0,0.32397052416578187
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_PERSONAL_percentage : WEEK1_PERSONAL_percentage,565.0,0.2724371615830802
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_TIRED_AM : WEEK1_TIRED_AM,594.5,0.45913057606704133
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_DRINK : WEEK1_DRINK,846.5,0.12433108004792848
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_DRUGS : WEEK1_DRUGS,685.0,0.9934888141069684
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_drinkdrugs_alone : WEEK1_drinkdrugs_alone,696.0,0.7530061809919371
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_negative_cons : WEEK1_negative_cons,756.0,0.27569753876364733
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_SLEEP : WEEK1_SLEEP,,
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_HrsBed_Avg : WEEK1_HrsBed_Avg,487.0,0.10242526440770061
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_HrsAsleep_Avg : WEEK1_HrsAsleep_Avg,543.0,0.24289188565370257
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_HrsBed_Weekday_Avg : WEEK1_HrsBed_Weekday_Avg,526.5,0.19192017975261932
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_HrsAsleep_Weekday_Avg : WEEK1_HrsAsleep_Weekday_Avg,623.0,0.6150757624481782
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_HrsBed_Weekend_Avg : WEEK1_HrsBed_Weekend_Avg,645.0,0.7489300508827883
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_HrsAsleep_Weekend_Avg : WEEK1_HrsAsleep_Weekend_Avg,606.5,0.5221656274698456
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_TODAY_STRESSFUL : WEEK1_TODAY_STRESSFUL,715.0,0.7996371856133445
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_M_STRESS : WEEK1_M_STRESS,789.5,0.38143031053827536
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_M_CONTROL : WEEK1_M_CONTROL,798.0,0.3435085571910297
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_A1_STRESS : WEEK1_A1_STRESS,799.5,0.33709276812835953
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_A1_CONTROL : WEEK1_A1_CONTROL,886.5,0.09224135855021896
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_A1_SUCCESS_COPING : WEEK1_A1_SUCCESS_COPING,705.5,0.8613084109365615
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_A2_STRESS : WEEK1_A2_STRESS,786.5,0.3949399561386874
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_A2_CONTROL : WEEK1_A2_CONTROL,800.0,0.3347007042697151
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_A2_SUCCESS_COPING : WEEK1_A2_SUCCESS_COPING,648.5,0.7708214832379572
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_E_STRESS : WEEK1_E_STRESS,841.5,0.19025962954023234
pre_Norm_post_Norm : pre_High_post_Norm,WEEK1_E_CONTROL : WEEK1_E_CONTROL,844.5,0.18151515797228968
